213.5481 	EXP 	Created sequence: random, trialTypes=45, nReps=4, seed=None
213.5536 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
213.7103 	EXP 	text: autoDraw = False
213.7103 	EXP 	stimuli: color = u'blue (named)'
213.7103 	EXP 	stimuli: text = u'blue'
213.7103 	EXP 	hint: autoDraw = True
214.0861 	EXP 	stimuli: autoDraw = True
214.9748 	DATA 	Keypress: right
214.9915 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', u'red'), ('color', u'red'), ('congruent', 1), ('corrAns', u'left')])
215.1269 	EXP 	stimuli: autoDraw = False
215.1269 	EXP 	hint: autoDraw = False
215.1269 	EXP 	stimuli: color = u'red (named)'
215.1269 	EXP 	stimuli: text = u'red'
215.1269 	EXP 	hint: autoDraw = True
215.5175 	EXP 	stimuli: autoDraw = True
216.3710 	DATA 	Keypress: left
216.3971 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', u'red'), ('color', u'red'), ('congruent', 1), ('corrAns', u'left')])
216.4131 	EXP 	stimuli: autoDraw = False
216.4131 	EXP 	hint: autoDraw = False
216.4131 	EXP 	stimuli: color = u'red (named)'
216.4131 	EXP 	stimuli: text = u'red'
216.4131 	EXP 	hint: autoDraw = True
216.9292 	EXP 	stimuli: autoDraw = True
217.5471 	DATA 	Keypress: left
217.5627 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', u'blue'), ('color', u'red'), ('congruent', 0), ('corrAns', u'left')])
217.7155 	EXP 	stimuli: autoDraw = False
217.7155 	EXP 	hint: autoDraw = False
217.7155 	EXP 	stimuli: color = u'red (named)'
217.7155 	EXP 	stimuli: text = u'blue'
217.7155 	EXP 	hint: autoDraw = True
218.0970 	EXP 	stimuli: autoDraw = True
219.1744 	DATA 	Keypress: left
219.1892 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', u'green'), ('color', u'green'), ('congruent', 1), ('corrAns', u'down')])
219.3607 	EXP 	stimuli: autoDraw = False
219.3607 	EXP 	hint: autoDraw = False
219.3607 	EXP 	stimuli: color = u'green (named)'
219.3607 	EXP 	stimuli: text = u'green'
219.3607 	EXP 	hint: autoDraw = True
219.7285 	EXP 	stimuli: autoDraw = True
220.5265 	DATA 	Keypress: down
220.5504 	EXP 	New trial (rep=0, index=5): OrderedDict([('word', u'red'), ('color', u'green'), ('congruent', 0), ('corrAns', u'down')])
220.6958 	EXP 	stimuli: autoDraw = False
220.6958 	EXP 	hint: autoDraw = False
220.6958 	EXP 	stimuli: color = u'green (named)'
220.6958 	EXP 	stimuli: text = u'red'
220.6958 	EXP 	hint: autoDraw = True
221.0769 	EXP 	stimuli: autoDraw = True
222.0210 	DATA 	Keypress: down
222.0446 	EXP 	New trial (rep=0, index=6): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
222.1969 	EXP 	stimuli: autoDraw = False
222.1969 	EXP 	hint: autoDraw = False
222.1969 	EXP 	stimuli: color = u'blue (named)'
222.1969 	EXP 	stimuli: text = u'blue'
222.1969 	EXP 	hint: autoDraw = True
222.5740 	EXP 	stimuli: autoDraw = True
223.2118 	DATA 	Keypress: right
223.2261 	EXP 	New trial (rep=0, index=7): OrderedDict([('word', u'green'), ('color', u'green'), ('congruent', 1), ('corrAns', u'down')])
223.3959 	EXP 	stimuli: autoDraw = False
223.3959 	EXP 	hint: autoDraw = False
223.3959 	EXP 	stimuli: color = u'green (named)'
223.3959 	EXP 	stimuli: text = u'green'
223.3959 	EXP 	hint: autoDraw = True
223.7558 	EXP 	stimuli: autoDraw = True
224.5050 	DATA 	Keypress: down
224.5207 	EXP 	New trial (rep=0, index=8): OrderedDict([('word', u'green'), ('color', u'green'), ('congruent', 1), ('corrAns', u'down')])
224.5371 	EXP 	stimuli: autoDraw = False
224.5371 	EXP 	hint: autoDraw = False
224.5371 	EXP 	stimuli: color = u'green (named)'
224.5371 	EXP 	stimuli: text = u'green'
224.5371 	EXP 	hint: autoDraw = True
225.0537 	EXP 	stimuli: autoDraw = True
225.8465 	DATA 	Keypress: down
225.8625 	EXP 	New trial (rep=0, index=9): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
226.0141 	EXP 	stimuli: autoDraw = False
226.0141 	EXP 	hint: autoDraw = False
226.0141 	EXP 	stimuli: color = u'blue (named)'
226.0141 	EXP 	stimuli: text = u'blue'
226.0141 	EXP 	hint: autoDraw = True
226.3855 	EXP 	stimuli: autoDraw = True
227.2247 	DATA 	Keypress: right
227.2492 	EXP 	New trial (rep=0, index=10): OrderedDict([('word', u'green'), ('color', u'green'), ('congruent', 1), ('corrAns', u'down')])
227.4201 	EXP 	stimuli: autoDraw = False
227.4201 	EXP 	hint: autoDraw = False
227.4201 	EXP 	stimuli: color = u'green (named)'
227.4201 	EXP 	stimuli: text = u'green'
227.4201 	EXP 	hint: autoDraw = True
227.7841 	EXP 	stimuli: autoDraw = True
228.6469 	DATA 	Keypress: down
228.6622 	EXP 	New trial (rep=0, index=11): OrderedDict([('word', u'green'), ('color', u'green'), ('congruent', 1), ('corrAns', u'down')])
228.6781 	EXP 	stimuli: autoDraw = False
228.6781 	EXP 	hint: autoDraw = False
228.6781 	EXP 	stimuli: color = u'green (named)'
