# type,stim,RT
cor,3,0.898
none,5,0
none,8,0
cor,3,0.633
none,4,0
none,5,0
none,5,0
none,1,0
none,5,0
cor,3,0.333
none,6,0
omi,3,0
delay,6,0.166
none,5,0
none,2,0
none,4,0
none,2,0
cor,3,0.566
none,4,0
cor,3,0.716
none,2,0
none,5,0
none,5,0
cor,3,0.616
none,4,0
omi,3,0
delay,1,0.167
none,4,0
none,8,0
none,5,0
cor,3,0.516
none,6,0
none,4,0
cor,3,0.567
none,2,0
none,9,0
cor,3,0.616
none,5,0
none,2,0
cor,3,0.599
none,8,0
none,6,0
none,1,0
none,4,0
none,9,0
none,7,0
none,4,0
none,6,0
none,4,0
cor,3,0.649
none,1,0
none,4,0
none,4,0
omi,3,0
none,1,0
none,8,0
cor,3,0.616
none,8,0
none,6,0
cor,3,0.6
none,5,0
none,8,0
cor,3,0.549
none,6,0
none,7,0
com,8,0.666
none,6,0
cor,3,0.646
none,4,0
none,4,0
none,9,0
cor,3,0.749
none,7,0
none,9,0
cor,3,0.7
none,2,0
none,2,0
none,4,0
cor,3,0.601
none,7,0
omi,3,0
none,2,0
none,9,0
cor,3,0.733
none,6,0
cor,3,0.916
none,1,0
none,5,0
none,6,0
none,6,0
omi,3,0
none,5,0
none,1,0
none,8,0
none,4,0
none,9,0
none,9,0
omi,3,0
none,7,0
none,9,0
omi,3,0
none,2,0
omi,3,0
none,4,0
none,8,0
none,2,0
none,2,0
none,2,0
none,9,0
cor,3,0.543
none,4,0
none,9,0
cor,3,0.683
none,2,0
none,8,0
none,7,0
omi,3,0
none,8,0
none,7,0
none,7,0
none,9,0
cor,3,0.649
none,2,0
none,5,0
none,4,0
none,8,0
cor,3,0.616
none,4,0
none,4,0
cor,3,0.699
none,1,0
cor,3,0.583
none,2,0
none,9,0
com,6,0.251
omi,3,0
none,1,0
none,1,0
none,1,0
none,2,0
none,2,0
none,1,0
cor,3,0.783
none,7,0
none,4,0
none,2,0
none,8,0
cor,3,0.717
none,5,0
omi,3,0
none,6,0
none,4,0
cor,3,0.617
none,8,0
none,2,0
cor,3,0.633
none,6,0
none,8,0
none,5,0
cor,3,0.616
none,2,0
cor,3,0.849
none,2,0
none,8,0
none,8,0
cor,3,0.617
none,8,0
none,6,0
none,4,0
none,9,0
none,2,0
cor,3,0.666
none,6,0
none,7,0
none,8,0
cor,3,0.583
none,5,0
none,8,0
none,7,0
cor,3,0.633
none,1,0
none,9,0
none,7,0
none,6,0
cor,3,0.882
none,8,0
none,7,0
none,1,0
cor,3,0.833
none,8,0
cor,3,0.633
none,4,0
cor,3,0.583
none,6,0
cor,3,0.616
none,4,0
none,6,0
none,4,0
none,9,0
none,5,0
none,2,0
none,5,0
none,8,0
none,2,0
none,7,0
none,6,0
cor,3,0.582
none,9,0
cor,3,0.6
none,1,0
cor,3,0.582
none,7,0
cor,3,0.483
none,1,0
none,2,0
cor,3,0.633
none,8,0
none,4,0
none,7,0
none,7,0
none,6,0
omi,3,0
none,7,0
omi,3,0
delay,8,0.3
none,6,0
none,9,0
none,4,0
none,7,0
omi,3,0
none,7,0
none,9,0
none,5,0
none,5,0
none,5,0
none,8,0
cor,3,0.55
none,5,0
none,1,0
none,9,0
cor,3,0.599
none,4,0
none,1,0
cor,3,0.749
none,5,0
none,1,0
none,4,0
none,7,0
cor,3,0.848
none,9,0
cor,3,0.682
none,8,0
cor,3,0.632
none,1,0
none,1,0
none,2,0
cor,3,0.601
none,9,0
cor,3,0.832
none,5,0
none,7,0
none,5,0
none,2,0
none,8,0
none,1,0
cor,3,0.7
none,6,0
none,2,0
cor,3,0.733
none,6,0
none,7,0
none,8,0
none,5,0
omi,3,0
none,1,0
none,5,0
none,2,0
cor,3,0.649
none,7,0
cor,3,0.666
none,6,0
none,7,0
cor,3,0.617
none,6,0
none,1,0
none,9,0
cor,3,0.633
none,6,0
none,8,0
none,1,0
none,6,0
omi,3,0
none,6,0
none,8,0
none,7,0
cor,3,0.566
none,7,0
cor,3,0.749
none,4,0
none,7,0
cor,3,0.666
none,8,0
cor,3,0.516
none,2,0
cor,3,0.633
none,9,0
none,8,0
cor,3,0.583
none,4,0
none,6,0
none,9,0
none,1,0
none,2,0
none,9,0
none,7,0
cor,3,0.882
none,7,0
none,2,0
none,6,0
none,1,0
none,4,0
cor,3,0.765
none,9,0
none,4,0
none,1,0
none,7,0
omi,3,0
none,5,0
none,8,0
none,1,0
none,4,0
cor,3,0.633
none,1,0
none,5,0
omi,3,0
delay,8,0.617
none,1,0
cor,3,0.632
none,7,0
none,6,0
cor,3,0.882
none,2,0
none,2,0
omi,3,0
none,4,0
none,4,0
none,2,0
none,7,0
cor,3,0.6
none,2,0
none,9,0
none,8,0
cor,3,0.616
none,5,0
none,6,0
none,1,0
none,1,0
none,2,0
none,6,0
omi,3,0
delay,2,0.2
none,5,0
cor,3,0.767
none,9,0
none,8,0
cor,3,0.633
none,2,0
none,9,0
none,5,0
cor,3,0.716
none,9,0
none,5,0
none,4,0
none,8,0
cor,3,0.633
none,1,0
cor,3,0.766
none,7,0
none,4,0
none,6,0
cor,3,0.683
none,8,0
cor,3,0.632
none,4,0
none,8,0
none,5,0
none,7,0
com,6,0.732
none,5,0
omi,3,0
none,2,0
none,1,0
cor,3,0.649
none,2,0
none,2,0
none,2,0
cor,3,0.85
none,7,0
none,1,0
none,8,0
cor,3,0.732
none,9,0
none,1,0
none,4,0
none,1,0
none,9,0
none,1,0
none,8,0
omi,3,0
none,6,0
cor,3,0.849
none,9,0
cor,3,0.616
none,4,0
none,9,0
cor,3,0.649
none,9,0
none,6,0
