block	trial	stimulus	signal	correct	respons	rt	re	ssd
1	16	1	0	2	1	971	9	0
1	17	1	0	2	1	1024	0	0
1	18	1	0	2	1	484	13	0
1	19	1	0	2	1	593	0	0
1	20	2	1	2	0	0	0	600
1	21	1	1	0	1	562	0	650
1	22	1	0	2	1	759	9	0
1	23	1	1	0	1	860	0	600
1	24	1	1	2	0	0	0	550
1	25	2	0	2	2	805	0	0
1	26	2	0	2	2	1130	9	0
1	27	1	0	2	1	1167	9	0
1	28	2	0	2	2	891	9	0
1	29	2	0	2	2	816	0	0
1	30	2	1	2	0	0	0	600
1	31	2	0	2	2	641	0	0
1	32	2	1	0	2	878	9	650
1	33	1	1	2	0	0	0	600
1	34	1	0	2	1	839	9	0
1	35	1	0	2	1	836	0	0
1	36	2	0	2	2	857	0	0
1	37	2	0	2	2	925	0	0
1	38	2	1	0	2	906	11	650
1	39	1	0	2	1	839	0	0
1	40	1	0	2	1	1003	9	0
1	41	2	1	0	2	912	0	600
1	42	1	0	2	1	989	11	0
1	43	1	0	2	1	922	0	0
1	44	2	0	2	2	782	0	0
1	45	2	0	2	2	899	0	0
1	46	2	0	2	2	895	0	0
1	47	2	0	2	2	892	0	0
1	48	2	1	0	2	841	0	550
1	49	2	0	2	2	1166	0	0
1	50	2	0	2	2	1106	9	0
1	51	1	0	2	1	1127	0	0
1	52	2	0	2	2	956	0	0
1	53	2	0	2	2	888	0	0
1	54	1	0	2	1	925	9	0
1	55	1	1	2	0	0	0	500
1	56	1	1	2	0	0	0	550
1	57	2	0	2	2	451	9	0
1	58	1	0	2	1	808	9	0
1	59	2	0	2	2	612	9	0
1	60	1	0	2	1	577	0	0
1	61	2	0	2	2	558	9	0
1	62	1	0	2	1	635	0	0
1	63	2	0	2	2	503	0	0
2	0	1	1	0	1	755	11	600
2	1	1	1	2	0	0	0	550
2	2	1	0	2	1	716	0	0
2	3	2	0	2	2	625	9	0
2	4	1	0	2	1	565	0	0
2	5	2	0	2	2	610	12	0
2	6	1	1	0	1	671	0	600
2	7	1	0	2	1	939	0	0
2	8	2	0	2	2	864	9	0
2	9	1	0	2	1	885	9	0
2	10	2	0	2	2	873	11	0
2	11	2	1	0	2	678	11	550
2	12	2	0	2	2	1043	0	0
2	13	1	1	2	0	0	0	500
2	14	1	0	2	1	836	0	0
2	15	1	0	2	1	1009	0	0
2	16	2	0	2	2	942	0	0
2	17	2	0	2	2	722	0	0
2	18	2	0	2	2	919	9	0
2	19	2	0	2	2	868	9	0
2	20	2	0	2	2	744	9	0
2	21	2	1	0	2	581	0	550
2	22	2	0	2	2	922	0	0
2	23	2	1	0	2	606	0	500
2	24	1	1	2	0	0	0	450
2	25	1	0	2	1	768	0	0
2	26	2	0	2	2	540	9	0
2	27	2	0	2	2	849	9	0
2	28	1	0	2	1	894	11	0
2	29	1	0	2	1	738	11	0
2	30	2	0	2	2	695	12	0
2	31	2	1	0	2	516	9	500
2	32	2	1	0	2	552	0	450
2	33	2	0	2	2	933	0	0
2	34	1	0	2	1	642	9	0
2	35	2	1	0	2	495	10	400
2	36	1	0	2	1	579	10	0
2	37	1	1	2	0	0	0	350
2	38	1	1	2	0	0	0	400
2	39	2	0	2	2	761	0	0
2	40	2	0	2	2	910	0	0
2	41	1	0	2	1	907	0	0
2	42	1	0	2	1	927	0	0
2	43	2	0	2	2	868	10	0
2	44	1	1	2	0	0	0	450
2	45	1	0	2	1	1005	0	0
2	46	1	0	2	1	906	0	0
2	47	2	0	2	2	887	0	0
2	48	2	1	2	0	0	0	500
2	49	1	0	2	1	936	9	0
2	50	2	0	2	2	933	0	0
2	51	1	0	2	1	577	9	0
2	52	2	0	2	2	886	0	0
2	53	2	0	2	2	971	9	0
2	54	2	0	2	2	823	0	0
2	55	1	0	0	2	900	0	0
2	56	1	0	0	2	817	0	0
2	57	2	0	2	2	542	0	0
2	58	2	1	2	0	0	0	550
2	59	1	0	2	1	647	0	0
2	60	1	0	2	1	988	9	0
2	61	1	0	2	1	1040	0	0
2	62	1	0	2	1	549	12	0
2	63	1	0	2	1	946	0	0
